,launch,year,date,kms,points,dep,flight type,pilot name,take off,landing,dist1,dist2,dist3,dist4,route,cat,wing,speed,duration,max alt,BD,lat BD,lon BD,time BD,BA,lat BA,lon BA,time BA,sex
178,floirac,2014-2015,23/07/2015,102.24,102.24,46,Dist 2 pts,Frederic SINATTI,Floirac,"Lunaguet, commune de pampelonne (81)",1.02,42.11,59.23,0.0,"Floirac=>Lunaguet, commune de pampelonne (81)Soult-Brengues",K,Enzo 2,28.4,3.6,1737.0,Floirac (46),448984.0,165532.0,1437649098.0,"Lunaguet, commune de pampelonne (81)",440955.0,224798.0,1437662054.0,male
179,floirac,2015-2016,16/05/2016,105.35,105.35,46,Dist 2 pts,Yannick CHENE,Floirac (46),Tanus (81),98.96,5.8,0.71,0.0,Floirac (46)=>Tanus (81)Tauriac-de-Naucelle-Tanus,C,Ucross,27.8,3.8,1863.0,Soult (46),449.0,165455.0,1463394716.0,Tanus (81),440939.0,230745.0,1463408374.0,male
180,floirac,2015-2016,18/04/2016,186.65,186.65,46,Dist 2 pts,Esteban BOURROUFIES,Floirac (46),Lasbordes,65.97,29.9,90.99,0.0,Floirac (46)=>LasbordesLaboul-Penne,K,Enzo 2,28.5,6.6,1950.0,Soult (46),449019.0,164982.0,1460976949.0,Lasbordes,432964.0,204807.0,1461000539.0,male
181,floirac,2015-2016,18/04/2016,130.49,130.49,46,Dist 2 pts,Olivier VANDOOLAEGHE,Floirac (46),Champ,1.28,61.3,68.06,0.0,Floirac (46)=>ChampFoussac (Floirac)-Pech Rouget,C,Triton 2,25.9,5.0,2076.0,Floirac (46),448982.0,165388.0,1460976579.0,Champ,438216.0,19508.0,1460994689.0,male
182,floirac,2015-2016,27/04/2016,58.23,58.23,46,Dist 2 pts,Tim SAOUR,Floirac (46),SE de Foissac,49.26,1.82,7.21,0.0,Floirac (46)=>SE de FoissacSaint-Pierre-Toirac-Balaguier-d'Olt,D,mantra 6,15.9,3.7,2037.0,Floirac (46),449005.0,165598.0,1461755509.0,Foissac,44477.0,202538.0,1461768730.0,male
183,floirac,2015-2016,27/04/2016,60.53,60.53,46,Dist 2 pts,Pierre GiLLE,Floirac (46),Attero,32.18,9.83,18.59,0.0,Floirac (46)=>AtteroMas de Brel-Cazals,C,Trango XC 2,22.4,2.7,1945.0,Floirac,448987.0,165403.0,1461755837.0,Attero,444194.0,19635.0,1461765557.0,male
184,floirac,2015-2016,27/04/2016,72.3,72.3,46,Dist 2 pts,Bernard RICAUD,Floirac (46),Villefranche de Rouergue (aerodrome),27.79,41.69,2.9,0.0,Floirac (46)=>Villefranche de Rouergue (aerodrome)Durbans-Villefranche-de-Rouergue,D,mantra 6,24.4,3.0,2131.0,Floirac (46),448983.0,165227.0,1461756108.0,Villefranche de Rouergue (aerodrome),443683.0,202623.0,1461766772.0,male
185,floirac,2015-2016,27/04/2016,73.38,73.38,46,Dist 2 pts,Thierry BOHE,Floirac (46),Garpials,69.89,0.69,2.88,0.0,Floirac (46)=>GarpialsVillefranche-de-Rouergue-Villefranche-de-Rouergue,B,Carrera +,16.3,4.5,2114.0,Soult (46),448993.0,16547.0,1461755604.0,Garpials,443234.0,201455.0,1461771786.0,male
186,floirac,2015-2016,28/04/2016,129.29,129.29,46,Dist 2 pts,Thierry BOHE,Floirac (46),Villefranche d'albigeois,7.02,120.85,1.57,0.0,Floirac (46)=>Villefranche d'albigeoisCamp de Prats-Ferme Flori,B,Carrera +,30.0,4.3,2247.0,Soult (46),44899.0,165447.0,1461842819.0,Ferme Flori,43893.0,234507.0,1461858351.0,male
187,floirac,2015-2016,26/06/2016,29.02,29.02,46,Dist 2 pts,Antoine MAILLOT,Floirac (46),Aérodrome Figeac Livernon,0.44,0.23,28.38,0.0,Floirac (46)=>Aérodrome Figeac LivernonSoult-Soult (46),B,Hook 3,24.5,1.2,1501.0,Floirac (46),448982.0,165395.0,1466941206.0,Aérodrome Figeac Livernon,446635.0,179472.0,1466945478.0,male
188,floirac,2015-2016,15/05/2016,94.8,94.8,46,Dist 2 pts,David BOUTY,Floirac,Saint marcel-campes,13.93,22.85,58.12,0.0,Floirac=>Saint marcel-campes4 km SSO de Gramat (D807)-Blars,C,Delta 2,28.8,3.3,1903.0,Soult,44896.0,164552.0,1463308143.0,Saint marcel-campes,440954.0,201203.0,1463319983.0,male
189,floirac,2015-2016,16/05/2016,67.52,67.52,46,Dist 2 pts,Paul BARRAULT,Floirac (46),Lanuejouls,0.77,29.67,37.16,0.0,Floirac (46)=>LanuejoulsSoult-Anglars,B,Rush 4,32.0,2.1,1855.0,Floirac (46),44898.0,165352.0,1463398092.0,Lanuejouls,444275.0,216538.0,1463405686.0,male
190,floirac,2015-2016,15/05/2016,108.03,108.03,46,Dist 2 pts,Rudy GOSSET,Floirac (46),Parlan(12 Aveyron),69.02,27.33,11.8,0.0,Floirac (46)=>Parlan(12 Aveyron)B1-Coumiac,B,Iota,32.0,3.4,1762.0,Soult (46),448976.0,165077.0,1463316659.0,Majoulet,442429.0,253027.0,1463328819.0,male
