,launch,year,date,kms,points,dep,flight type,pilot name,take off,landing,dist1,dist2,dist3,dist4,route,cat,wing,speed,duration,max alt,BD,lat BD,lon BD,time BD,BA,lat BA,lon BA,time BA,sex
1059,millau,2017-2018,19/08/2018,20.17,24.21,12,triangle,Bertrand VANDEPORTAELE,Millau Puncho,Brunas NE,5.7,4.91,9.55,0.0,0,C,Delta 3,16.7,1.2,1714.0,Millau Puncho,441109.0,310232.0,1534686128.0,col du renard,440846.0,310317.0,1534690464.0,male
1060,millau,2017-2018,19/08/2018,21.37,29.91,12,triangle FAI,Aymeric JOUNO,Millau Puncho,Millau Plage,6.05,8.41,6.89,0.0,0,B,LEAF,10.5,2.0,2176.0,Pic d'Andan,441167.0,305643.0,1534685743.0,Millau officiel,441115.0,308997.0,1534693042.0,male
1061,millau,2017-2018,21/08/2018,24.18,24.18,12,Dist 3 pts,Christian VAILHE,Millau Puncho ouest,Montjaux,4.79,13.32,3.72,2.32,0,B,Iota,14.6,1.7,2199.0,Puncho,441129.0,31076.0,1534852752.0,Montjaux,441353.0,288833.0,1534858720.0,male
1062,millau,2017-2018,21/08/2018,32.55,32.55,12,Dist 3 pts,Serge GUENNEAU,Millau Puncho,Saint-Georges-de-Luzençon,1.42,1.89,12.36,16.87,0,D,Icon,15.1,2.2,2248.0,Brunas,441079.0,310112.0,1534852824.0,Saint-Georges-de-Luzençon,440608.0,297203.0,1534860584.0,male
1063,millau,2018-2019,03/09/2018,17.35,20.82,12,triangle,Michel VAYSSE,Millau Puncho,La Grauffesenque,8.24,2.75,6.35,0.0,0,B,Epsilon 8,17.7,1.0,1540.0,Falaise,441207.0,311117.0,1535987687.0,La Grauffesenque,440983.0,309047.0,1535991224.0,male
1064,millau,2017-2018,21/08/2018,35.21,35.21,12,Dist 3 pts,Mihaita iulian FLORIEAN,Millau Puncho,Saint-Victor-et-Melvieu,4.41,13.44,2.33,14.99,0,C,Sigma 8,15.9,2.2,2525.0,Puncho Déco Sud,441086.0,309962.0,1534852123.0,Saint-Victor-et-Melvieu,440566.0,284237.0,1534860091.0,male
1065,millau,2017-2018,27/08/2018,16.69,23.37,12,triangle FAI,Frederic BESSOU,Millau Puncho,La Grauffesenque,6.58,4.89,5.21,0.0,0,D,King,13.5,1.2,2064.0,Puncho DÃ©co Sud,441103.0,311013.0,1535376512.0,Falaise,44131.0,308612.0,1535380965.0,male
1066,millau,2017-2018,27/08/2018,20.81,24.98,12,triangle,Gerard SOMPAYRAC,Millau Pouncho,Millau Plage,8.59,2.44,9.77,0.0,0,D,King,13.5,1.5,2043.0,Puncho,441166.0,311052.0,1535374985.0,Millau Puncho,441147.0,308768.0,1535380554.0,male
1067,millau,2017-2018,27/08/2018,19.32,23.19,12,triangle,Julien FELIPE,Millau Pouncho,La Grauffesenque,9.3,3.26,6.75,0.0,0,B,rush4,23.9,0.8,2044.0,Puncho Déco Sud,441114.0,310708.0,1535376831.0,Pouncho déco,440888.0,308725.0,1535379743.0,male
1068,millau,2017-2018,27/08/2018,21.0,25.2,12,triangle,Michel VAYSSE,Millau Puncho,Millau Puncho,9.65,10.16,1.17,0.0,0,B,Epsilon 8,22.9,0.9,1088.0,Falaise,441236.0,310967.0,1535387912.0,Millau officiel,44111.0,30853.0,1535391219.0,male
1069,millau,2017-2018,27/08/2018,18.26,18.26,12,Dist 3 pts,Claude GAYRARD,Millau Puncho,Millau Puncho,2.08,5.04,7.09,4.03,0,D,King,14.0,1.3,1613.0,Puncho Déco Sud,441055.0,310032.0,1535375711.0,Millau officiel,441133.0,308687.0,1535380391.0,male
1070,millau,2017-2018,27/08/2018,24.01,28.81,12,triangle,Claude GAYRARD,Millau Puncho,Millau Plage,3.28,8.89,11.83,0.0,0,D,King,14.3,1.7,1064.0,Puncho,441167.0,310635.0,1535385082.0,Carbassas,441427.0,311507.0,1535391114.0,male
1071,millau,2018-2019,29/09/2018,52.91,52.91,12,Dist 3 pts,Gilles DAJEAN,Millau Pouncho,Saint-Germain-du-Teil,10.42,5.26,13.03,24.16,0,B,Explorer,18.4,2.9,2266.0,Pounche déco,441085.0,309703.0,1538221078.0,Saint-Germain-du-Teil,444767.0,316795.0,1538231422.0,male
1072,millau,2017-2018,27/08/2018,18.68,22.42,12,triangle,Maxence GAUTHIER,Millau Puncho,Millau Plage,8.58,8.86,1.23,0.0,0,B,Rush 3,21.2,0.9,1050.0,Millau Puncho,441144.0,31028.0,1535388114.0,Millau officiel,441136.0,308662.0,1535391290.0,male
